isbn13,average_rating,book_id,format,num_pages,publication_year,ratings_count,text_reviews_count,to_read_count,series_binary,author_average_rating
9780061003769,3.75,282851,Paperback,202,1992,49,5,228.0,1,3.97
9780061227448,3.78,124182,Paperback,113,2007,115,12,94.0,0,4.136666666666667
9780061442957,4.06,2183156,Hardcover,192,2008,2159,154,997.0,0,4.25
9780061449451,4.06,1248654,Paperback,864,2008,68,9,185.0,0,3.99
9780061565557,3.2,2186120,Paperback,289,2008,24,3,2292.0,0,3.68
9780061806940,4.1,13623791,Hardcover,320,2012,199,48,289.0,1,4.14
9780061807688,3.74,10164979,ebook,336,2009,31,12,3629.0,0,3.96
9780061867385,3.7,10175636,ebook,432,2009,31,4,1717.0,1,3.85
9780061875045,3.78,10211433,ebook,368,2009,4,3,811.0,1,3.96
9780061914973,3.69,8736126,Hardcover,282,2011,831,123,624.0,1,3.77
9780062004048,4.17,12908877,Hardcover,353,2012,24570,1788,21297.0,1,4.03
9780062008909,3.89,9003926,ebook,384,2010,20,6,481.0,1,3.8
9780062015624,4.1,8675358,Paperback,659,2011,200,32,10126.0,0,4.08
9780062025029,3.97,8706247,ebook,384,2010,29,5,187.0,0,4.12
9780062032379,3.78,9544032,ebook,256,2010,9,2,753.0,0,3.64
9780062072948,3.61,22046656,Mass Market Paperback,378,2015,5705,808,4232.0,1,3.98
9780062074522,4.12,23215438,Hardcover,368,2015,229,61,6139.0,1,3.99
9780062088833,3.86,10724195,Paperback,672,2011,4,1,261.0,1,3.97
9780062089700,3.94,12133973,Paperback,245,2012,927,109,22.0,1,4.2
9780062100122,3.11,13624070,Paperback,24,2012,9,4,4.0,0,3.6999999999999997
9780062106643,3.97,11997545,ebook,432,2011,4,1,1421.0,1,3.99
9780062116703,4.32,11505425,ebook,240,2011,8,2,8743.0,0,4.31
9780062200433,4.35,15819575,ebook,256,2012,90,10,203.0,0,4.39
9780062223845,3.73,15820103,ebook,224,2013,8,3,517.0,0,3.7
9780062250490,3.59,26795314,ebook,384,2016,3,1,2968.0,0,3.75
9780062316950,3.6,18180322,Paperback,480,2014,11,3,97.0,0,3.88
9780062322890,3.83,22552554,ebook,224,2015,7,2,519.0,1,3.78
9780062333940,4.17,25817083,Paperback,288,2016,28,4,799.0,0,4.14
9780062334459,3.82,19367307,ebook,336,2014,27,7,32.0,0,3.705
9780062343642,3.38,23171425,ebook,352,2015,38,15,3405.0,0,3.39
9780062348135,3.54,22583014,Hardcover,262,2015,27,9,743.0,0,3.54
9780062427922,3.93,26198882,Paperback,344,2016,995,189,5024.0,0,3.82
9780062433282,4.65,35396831,Hardcover,400,2018,3,1,3449.0,0,3.68
9780062435101,3.65,26795373,ebook,224,2016,18,2,14101.0,0,3.87
9780062715548,3.77,1848494,Hardcover,223,1993,11,3,11.0,0,3.75
9780064451901,4.14,1275200,Paperback,40,2004,181,41,105.0,1,3.955
9780064461894,4.07,41174,Paperback,48,1997,570,36,476.0,0,3.85
9780074601365,4.0,4583009,Paperback,784,1991,9,3,85.0,0,4.0
9780077115104,3.33,2468301,Paperback,224,2010,9,1,11.0,0,3.88
9780091886691,3.34,199946,Paperback,176,2002,156,25,341.0,0,3.42
9780091902551,3.9,1000301,Paperback,528,2005,45,11,452.0,0,3.89
9780091930110,4.21,4950665,Hardcover,400,2009,52,6,105.0,0,4.1
9780091930691,4.21,8785187,Paperback,416,2010,11,3,105.0,0,4.1
9780091947569,3.73,13572871,Paperback,272,2012,334,37,339.0,0,3.8033333333333332
9780099272823,3.67,3392468,Paperback,292,2000,47,9,26.0,0,3.71
9780099457114,3.67,830474,Paperback,256,1995,186,17,195.0,0,3.5
9780099501381,3.86,2250695,Paperback,256,2007,26,8,209.0,0,3.66
9780099507970,3.24,3253426,Paperback,208,2008,17,3,14.0,0,3.3
9780099532057,3.54,6749994,Paperback,256,2010,20,3,33.0,0,3.54
9780099542858,3.86,17307118,Paperback,414,2013,10,2,1065.0,1,3.91
9780099552161,3.88,8775585,Paperback,384,2010,43,7,29987.0,0,3.72
9780099557623,3.72,12021116,Paperback,336,2011,23,2,6245.0,0,3.72
9780099982302,4.14,1142058,Paperback,202,1992,23,5,462.0,0,4.13
9780131700178,3.17,1732218,Paperback,276,2006,6,2,9.0,0,3.505
9780131842908,3.49,9862045,Mass Market Paperback,124,1952,2,1,85.0,0,3.55
9780132357791,2.96,7619628,Hardcover,171,2010,16,4,28.0,0,2.93
9780134106717,4.25,320817,Paperback,192,1985,7005,109,1140.0,0,4.25
9780137017508,4.09,8210816,Paperback,360,2010,38,4,21.0,0,3.9225000000000003
9780139710605,3.67,2241859,Unknown Binding,222,1991,12,3,13.0,0,3.58
9780140020038,3.73,11253,Paperback,204,1976,3166,242,2619.0,0,3.81
9780140034455,4.01,8720678,Paperback,219,1972,2,1,127.0,0,4.085
9780140093551,3.76,971831,Paperback,224,1987,329,26,170.0,1,3.82
9780140096163,3.66,410817,Paperback,287,1987,56,1,19.0,1,3.84
9780140108309,3.39,2206471,Paperback,224,1991,15,2,17.0,0,4.16
9780140161984,3.61,2368849,Paperback,336,1990,4,1,34.0,0,3.77
9780140195606,3.96,1066732,Paperback,208,1997,70,5,26.0,0,3.91
9780140244359,3.95,2236020,Paperback,416,2001,6,1,86.0,0,4.08
9780140274912,3.83,910343,Paperback,224,1998,1557,171,3223.0,0,3.76
9780140283808,3.76,2888577,Paperback,294,2000,213,21,364.0,0,3.57
9780140373530,4.22,764553,Paperback,400,1996,82,13,11439.0,0,4.075
9780140447927,4.18,107844,Paperback,768,2004,744,71,100758.0,0,4.13
9780141001821,4.16,17780,Paperback,238,2001,58791,4249,25585.0,0,4.03
9780141022307,3.4,883289,Paperback,55,2005,56,10,157.0,0,3.915
9780141022727,3.66,862403,Paperback,566,2006,399,69,56569.0,0,3.71
9780141182254,3.8,126573,Paperback,380,2007,307,43,24188.0,0,3.8
9780141355825,4.88,24874233,Paperback,144,2015,8,1,0.0,0,3.64
9780141880648,3.83,348911,ebook,400,2001,5,1,4291.0,0,3.83
9780142402948,3.89,345350,Paperback,224,2005,333,35,377.0,1,4.1
9780142403211,4.05,657283,Paperback,48,2005,99,18,88.0,0,3.94
9780142405727,3.1,72506,Paperback,352,2006,61,15,16.0,0,3.8433333333333333
9780142407059,3.84,884006,Paperback,240,2006,1198,42,1395.0,1,3.84
9780142437667,3.84,223632,Paperback,384,2003,33,2,140.0,0,3.8699999999999997
9780143101604,3.0,20605598,Paperback,122,2011,1,1,1.0,0,3.57
9780143121008,3.8,13050383,Hardcover,260,2012,4264,820,444.0,0,3.7
9780143196518,4.25,28186250,Paperback,336,2016,746,64,1524.0,0,4.38
9780143302216,4.0,5416456,Paperback,144,2008,106,17,64.0,1,4.02
9780143303190,3.36,12665258,Paperback,169,2007,38,4,18.0,0,3.435
9780144001088,3.51,568614,Paperback,280,2008,185,16,103.0,0,3.4
9780152055646,3.71,54392,Hardcover,96,2006,153,37,91.0,0,3.69
9780152062682,3.98,3995158,Paperback,246,2008,311,48,5356.0,1,4.08
9780152438173,4.22,14067,Paperback,32,1980,495,58,284.0,1,4.14
9780156005500,3.67,586700,Paperback,416,1997,55,7,39.0,0,3.73
9780156006897,3.9,377098,Paperback,128,1999,369,25,447.0,0,3.983333333333333
9780156551397,3.78,1389898,Paperback,161,1983,108,10,109.0,1,3.71
9780192630490,1.0,1151681,Paperback,296,2000,5,2,2.0,0,3.075
9780192736963,4.39,22999078,Paperback,368,2015,48,13,144.0,1,4.09
9780192737991,4.25,20559220,Paperback,192,2014,3,2,6.0,0,3.95
9780192750419,3.08,6541860,Paperback,176,1999,21,2,3.0,0,3.48
9780192840486,3.67,329942,Paperback,256,2003,3,1,22.0,0,3.85
9780195086775,4.21,519140,Paperback,400,1993,104,10,329.0,0,4.21
9780195179866,3.62,79816,Paperback,416,2005,159,12,352.0,0,3.61
9780195181920,3.86,320877,Hardcover,304,2007,160,24,416.0,0,3.87
9780195326505,3.83,11698901,Paperback,196,2011,11,1,31.0,0,4.04
9780195386424,4.14,14822997,Paperback,311,2013,7,2,20.0,0,4.33
9780198097471,4.29,20663302,Paperback,88,2013,6,3,132.0,0,4.085
9780198245971,3.91,9454,Paperback,640,1976,11948,196,873.0,0,3.9
9780198328674,3.79,7264046,Paperback,160,2010,67,6,39466.0,0,3.86
9780198384120,3.85,3253936,Hardcover,20,2005,11,3,5.0,0,3.92
9780198754657,3.26,32828073,Hardcover,216,2017,29,8,1444.0,0,3.26
9780199272686,4.22,1875121,Paperback,814,2004,23,8,79.0,0,4.02
9780199333448,3.91,17675682,Paperback,352,2014,4,1,60.0,0,3.87
9780199398560,4.15,29008939,Hardcover,264,2016,21,4,126.0,0,4.15
9780199556014,4.32,6511112,Paperback,192,2009,72,9,408.0,0,3.936666666666667
9780199557592,4.25,7990839,Hardcover,354,2010,52,15,103.0,0,3.99
9780199744824,3.0,15856682,Hardcover,161,2013,1,1,1.0,0,3.0
9780199931187,3.75,13690490,Paperback,298,2012,2,1,397.0,0,3.815
9780203844847,4.29,9991537,ebook,231,2010,7,1,12.0,0,3.81
9780205082407,3.32,11532358,Paperback,318,2011,19,1,54.0,0,3.41
9780224061612,3.86,1046724,Hardcover,398,2005,85,9,826.0,0,3.83
9780226122021,3.55,346933,Paperback,216,2007,61,6,65.0,0,3.6
9780226204031,4.48,144900,Paperback,580,1985,411,7,964.0,1,4.109999999999999
9780226502908,3.44,109838,Paperback,212,1992,129,6,188.0,0,3.8366666666666664
9780226521657,3.81,12579218,Paperback,176,2011,114,14,284.0,0,3.78
9780226649313,3.88,765947,Hardcover,400,2007,109,10,302.0,0,3.8
9780226653808,4.22,566668,Paperback,414,1991,102,6,265.0,1,4.14
9780226771045,4.05,5770423,Paperback,213,2009,164,35,700.0,1,3.825
9780230749337,3.82,9459041,Hardcover,610,2011,120,11,800.0,0,3.71
9780231100212,3.83,113245,Paperback,570,1994,80,3,80.0,0,3.9050000000000002
9780231150873,4.04,15857269,Paperback,268,2012,26,3,259.0,0,4.35
9780241246238,3.58,25894985,Paperback,347,2015,83,16,77969.0,0,3.6
9780241950234,3.41,20317159,Paperback,257,2010,44,5,10176.0,0,3.66
9780241950913,3.15,10987739,Paperback,128,2011,25,4,67.0,1,3.35
9780241959541,3.79,18106252,Paperback,176,2013,84,18,1488.0,0,3.77
9780241960950,4.03,105706,Paperback,251,2005,1076,140,61317.0,1,4.07
9780241970560,3.84,23009896,Paperback,581,2014,115,18,12272.0,0,3.84
9780241972885,3.7,32489955,Paperback,356,2017,42,6,24622.0,0,3.75
9780252074943,3.74,2459498,Paperback,376,2007,5,3,36.0,0,3.68
9780262513623,3.78,6589332,Paperback,129,2009,124,8,291.0,0,3.86
9780262524810,3.82,2282163,Paperback,238,2008,41,5,56.0,0,3.92
9780263143607,3.8,2420620,Hardcover,286,1996,1515,103,897.0,0,3.63
9780263762006,3.56,22144004,Mass Market Paperback,189,1989,3,1,7.0,0,3.14
9780263888058,3.62,13484950,Mass Market Paperback,304,2011,3,2,101.0,1,3.61
9780273652410,3.77,1112750,Paperback,240,2001,13,1,15.0,0,4.08
9780273761075,4.33,13640760,Paperback,214,2012,3,2,2.0,0,3.925
9780285638754,4.19,7781612,Paperback,256,2010,51,5,154.0,0,4.39
9780289795507,4.0,2082434,Paperback,96,1971,1,1,13.0,0,3.45
9780295984841,3.47,320110,Paperback,252,2005,15,4,15.0,0,3.675
9780299234546,4.08,7112328,Paperback,320,2009,24,5,88.0,0,3.91
9780299248345,3.57,9046382,Paperback,304,2010,7,1,6.0,0,3.57
9780300036275,3.98,2602670,Paperback,224,1986,19,5,412.0,0,4.15
9780300112726,4.33,1669795,Hardcover,288,2006,6,2,3.0,0,4.0
9780300165029,3.6,32073303,Hardcover,424,2017,14,6,453.0,0,3.84
9780300171259,3.67,10409448,Paperback,175,2011,42,8,423.0,0,3.84
9780300216110,3.68,25159677,Paperback,304,2015,16,4,1138.0,0,3.61
9780306812309,3.7,41361,Paperback,134,2003,116,13,52.0,0,4.04
9780307000873,3.83,6045437,Hardback,16,1980,6,1,5.0,0,4.105
9780307165206,4.19,639549,Hardcover,510,2006,151,6,51.0,0,4.186000000000001
9780307360076,3.99,13271141,Hardcover,304,2012,74,11,84.0,0,3.67
9780307455635,3.47,7039826,ebook,304,2008,20,5,1447.0,0,3.53
9780307495532,3.4,7022931,ebook,192,2008,43,11,1135.0,0,3.81
9780307588081,3.78,9746082,Hardcover,304,2011,93,23,15.0,1,3.49
9780307591371,3.7,8491979,Hardcover,256,2011,19,3,0.0,0,3.77
9780307594174,3.7,23602473,Hardcover,178,2015,12675,1965,22797.0,0,3.85
9780307594556,3.88,8783830,ebook,256,2010,54,15,5351.0,0,4.01
9780307710789,4.12,9810719,Audio,0,2010,5,2,1432.0,1,3.925
9780307895622,4.34,15799149,Hardcover,480,2012,35,3,33.0,0,4.45
9780307911711,3.07,23210045,ebook,192,2015,2,1,1515.0,0,3.35
9780307953964,3.94,22291480,Hardcover,480,2015,34,11,242.0,0,3.19
9780307982001,3.77,13642577,Paperback,32,2013,15,1,18.0,0,3.7
9780310325055,4.2,7300475,Paperback,254,2009,26,5,643.0,0,4.12
9780310333692,4.09,16386327,ebook,240,2012,5,2,2072.0,0,4.11
9780310387107,4.32,681478,Hardcover,238,1986,21,3,60.0,0,4.39
9780310725466,4.19,11491264,Paperback,224,2011,25,8,1093.0,0,4.34
9780310727309,4.06,11262145,Paperback,32,2011,25,8,12.0,0,3.88
9780312104412,3.62,3311941,Hardcover,311,1994,15,1,5.0,0,3.66
9780312105600,3.88,1611738,Paperback,151,1994,241,36,278.0,0,3.9
9780312199296,3.91,2082127,Hardcover,332,1999,86,22,4914.0,1,3.92
9780312206666,3.24,1322919,Paperback,256,1999,19,4,21.0,0,3.12
9780312209285,4.07,1822548,Hardcover,277,2000,38,6,716.0,1,3.92
9780312248239,4.1,227358,Paperback,589,2002,9,1,128.0,0,3.89
9780312266066,3.51,2443773,Hardcover,334,2000,35,8,62.0,0,3.66
9780312325664,4.02,471742,Paperback,368,2005,604,35,2060.0,0,4.04
9780312325787,3.52,239263,Paperback,352,2004,149,17,216.0,0,4.06
9780312347253,3.67,2164186,Hardcover,288,2006,49,11,1036.0,1,3.77
9780312359720,3.55,845877,Hardcover,304,2006,120,18,76.0,0,3.57
9780312586034,3.9,6556716,Paperback,448,2009,15,2,1937.0,0,4.01
9780312863913,3.6,166681,Paperback,320,1997,148,10,204.0,1,3.8
9780312869502,4.08,219391,Paperback,384,2000,513,27,207.0,1,3.98
9780312924294,3.97,158121,Paperback,416,1991,1573,99,881.0,0,3.92
9780312944001,3.99,950303,Hardcover,355,1984,10,3,679.0,0,3.9333333333333336
9780312949136,4.15,4457816,Paperback,352,2009,977,36,2.0,1,3.96
9780312959890,3.4,813635,Paperback,269,1996,184,25,286.0,0,3.37
9780312989125,3.75,1087593,Paperback,432,2007,234,24,122.0,1,3.79
9780316020763,3.36,13178978,Paperback,304,2012,21,4,223.0,0,3.83
9780316039512,3.76,266628,Hardcover,81,1985,17,4,84.0,0,3.8499999999999996
9780316043465,4.24,9232240,Paperback,32,2009,27,3,218.0,0,4.19
9780316049917,3.82,6665849,Paperback,315,2010,376,58,3491.0,0,3.85
9780316077477,3.69,7768635,ebook,672,2009,15,4,3858.0,1,3.8
9780316092425,3.53,296711,Paperback,349,1991,88,13,53.0,0,3.93
9780316097369,3.35,8273044,Hardcover,364,2011,9510,1036,4729.0,0,3.66
9780316121507,4.2,8838907,Paperback,58,1998,4,3,74.0,1,3.9749999999999996
9780316239806,4.01,17333305,Hardcover,448,2013,36,7,79976.0,0,3.99
9780316342094,3.71,23546778,Paperback,208,2015,115,11,12.0,1,3.89
9780316355568,3.43,411239,Paperback,240,2001,493,50,682.0,0,3.24
9780316363938,4.29,30142016,Hardcover,288,2017,53,5,63.0,1,4.265
9780316390293,4.25,26030740,Paperback,192,2016,90,6,0.0,1,4.130000000000001
9780316545853,4.31,2493806,Hardcover,558,2011,64,13,102.0,1,4.28
9780316735001,3.43,2945325,Hardcover,272,2007,19,4,18.0,0,3.43
9780316770736,4.27,1601214,Hardcover,32,1995,118,25,57.0,0,4.15
9780316789998,3.75,368763,Hardcover,240,1995,51,8,2842.0,0,3.52
9780321455369,3.96,83907,Hardcover,750,2006,27,4,581.0,0,3.956666666666667
9780321580146,4.2,3610575,Paperback,303,2009,1026,65,582.0,0,4.13
9780321771612,3.25,9897080,Paperback,227,2011,22,1,7.0,0,3.73
9780330264563,3.87,2402834,Paperback,221,1982,85,5,27.0,1,3.84
9780330315838,3.83,915797,Paperback,384,2008,108,10,5845.0,1,3.91
9780330510349,4.05,11486745,Paperback,400,2012,12,4,1.0,1,3.865
9780330523899,3.53,16129695,Paperback,496,2012,24,5,42.0,1,3.79
9780340739174,3.92,6240787,Paperback,410,1999,13,1,45.0,1,3.99
9780340765432,3.81,528923,Paperback,384,2003,22,3,46.0,0,3.78
9780340861578,4.54,2439934,Paperback,288,2006,26,6,21.0,0,4.16
9780340994573,3.58,9661917,Paperback,256,2010,5,1,177.0,0,3.84
9780345061218,3.46,2373928,Mass Market Paperback,252,1968,10,3,273.0,0,3.87
9780345278357,3.86,1679198,Mass Market Paperback,191,1979,74,13,152.0,1,3.82
9780345339287,3.49,451203,Mass Market Paperback,219,1983,343,18,217.0,0,3.9
9780345342898,3.79,1403207,Paperback,240,1987,31,3,915.0,1,3.79
9780345362254,4.03,364864,Mass Market Paperback,304,1990,158,20,241.0,0,3.82
9780345379054,4.13,544619,Mass Market Paperback,307,1995,330,20,412.0,1,4.21
9780345406156,3.87,1920118,Hardcover,503,1998,78,3,833.0,1,3.77
9780345409058,3.41,1332303,Mass Market Paperback,366,1997,287,27,336.0,0,3.86
9780345427496,4.15,279348,Paperback,128,1998,396,13,4.0,1,4.17
9780345482709,3.78,31046,Paperback,224,2006,741,30,148.0,1,3.86
9780345494009,4.23,1283957,Paperback,208,2008,382,7,50.0,1,4.21
9780345512024,3.32,13536646,Paperback,288,2012,108,14,496.0,1,3.82
9780345529350,3.55,12279560,ebook,361,2011,3,1,101.0,0,4.01
9780345543882,4.23,33153725,Hardcover,316,2017,2663,456,0.0,1,4.06
9780349134215,3.51,22464942,Paperback,336,2014,18,5,6602.0,0,3.53
9780352333629,3.64,322006,Paperback,288,1999,63,6,230.0,0,3.65
9780373031306,3.82,1108026,Mass Market Paperback,186,1991,244,20,277.0,0,4.02
9780373126354,3.14,1152546,Mass Market Paperback,179,2007,147,17,107.0,0,3.36
9780373131976,3.27,17900137,Paperback,192,2013,157,21,34.0,0,3.5
9780373137657,3.52,22309848,Paperback,256,2014,0,1,135.0,1,3.78
9780373153305,3.98,959095,Paperback,184,2000,568,23,151.0,1,3.96
9780373175543,3.43,5057057,Paperback,185,2008,47,12,18.0,0,3.39
9780373177639,3.8,12470594,Mass Market Paperback,192,2011,35,11,3.0,0,3.53
9780373238842,3.24,15825777,Paperback,256,2013,2,2,70.0,0,3.47
9780373264216,3.72,2166437,Paperback,256,2002,14,3,14.0,0,3.87
9780373268603,3.6,18275858,Paperback,299,2013,2,1,26.0,1,3.7
9780373291014,3.89,1429666,Paperback,298,2000,25,7,35.0,0,3.77
9780373293599,3.47,404910,Paperback,294,2005,202,14,98.0,1,3.66
9780373296293,3.42,9741622,Mass Market Paperback,281,2011,201,20,219.0,1,3.61
9780373301720,3.92,2512820,Paperback,284,1984,7,1,107.0,0,3.96
9780373447398,4.33,27190093,Paperback,224,2016,49,29,72.0,0,4.19
9780373484430,3.84,759786,Paperback,560,2001,187,6,210.0,0,3.81
9780373517626,3.68,13706781,Paperback,160,2012,6,1,53.0,1,4.07
9780373534661,4.3,13261399,Paperback,240,2012,127,15,239.0,1,4.36
9780373605095,3.4,682933,Trade Paperback,256,2006,1554,124,644.0,0,3.36
9780373605583,3.12,10537708,Paperback,352,2011,95,44,178.0,0,3.45
9780373608881,3.75,22557449,Paperback,384,2014,6,5,21.0,1,3.9
9780373658244,3.73,20523726,Paperback,224,2014,27,7,34.0,1,3.74
9780373659425,4.2,25897432,Paperback,224,2016,36,16,288.0,1,3.92
9780373693191,3.57,2679484,Paperback,218,2008,40,4,60.0,0,4.14
9780373698547,3.71,25110797,Paperback,256,2015,13,7,281.0,0,4.09
9780373719747,4.16,28815724,Paperback,224,2016,6,2,23.0,0,4.0
9780373730988,3.54,10666054,Mass Market Paperback,192,2011,214,20,197.0,0,3.55
9780373742479,3.53,17164103,Paperback,256,2013,18,3,30.0,1,3.39
9780373746057,4.05,11350684,Paperback,288,2011,1,1,165.0,1,3.91
9780373746323,4.07,12919662,Mass Market Paperback,288,2011,1,1,44.0,1,3.71
9780373746583,3.9,13261410,Paperback,288,2012,1,1,148.0,1,4.06
9780373756582,4.33,31752114,Paperback,288,2017,24,11,1.0,1,3.88
9780373790555,3.81,750497,Paperback,250,2002,808,50,649.0,0,3.95
9780373792610,3.39,54227,Paperback,250,2006,35,3,69.0,1,3.34
9780373832989,3.57,2837267,Paperback,376,1994,14,3,19.0,0,3.6366666666666667
9780373836369,3.48,630021,Paperback,267,2004,77,5,93.0,1,3.8
9780373879304,4.07,22557407,Paperback,224,2014,72,38,340.0,1,4.11
9780374279929,3.7,28116836,Hardcover,352,2016,456,119,1371.0,0,3.86
9780374338701,3.51,1880231,Hardcover,272,2008,808,150,774.0,0,3.81
9780374466480,3.93,780192,Paperback,240,1993,69,13,757.0,1,3.93
9780375422775,3.52,12625591,Hardcover,432,2012,118,32,935.0,0,3.62
9780375501661,3.91,1325761,Hardcover,816,1999,662,24,2383.0,0,3.86
9780375505140,3.29,1301019,Hardcover,240,2003,57,6,42.0,0,3.5
9780375706059,4.01,283910,Paperback,355,2002,92,9,164.0,0,3.98
9780375829284,4.49,183731,Hardcover,224,2005,384,19,200.0,0,4.3149999999999995
9780375854279,4.0,7598140,Novelty Book,14,2010,5,3,10.0,0,3.795
9780375871061,4.05,14823574,Paperback,528,2014,180,30,3791.0,1,4.02
9780375891403,3.53,7848513,ebook,266,2008,97,34,40343.0,0,3.53
9780375893698,3.82,6586620,ebook,300,2009,39,11,860.0,0,3.85
9780375958670,4.2,7055633,Hardcover,32,2009,9,2,947.0,0,4.24
9780376011060,4.0,4703091,Paperback,96,1996,1,1,3.0,0,4.0
9780380787166,3.74,1303435,Mass Market Paperback,375,2008,389,26,319.0,0,3.71
9780380802128,3.88,420135,Paperback,212,1998,346,10,167.0,1,3.95
9780380973101,3.89,1196667,Hardcover,496,2004,29,4,264.0,0,3.87
9780385096539,3.76,4141706,Hardcover,321,1975,8,1,26.0,0,3.735
9780385269797,3.85,1381194,Hardcover,160,1990,17,1,597.0,1,4.14
9780385343947,3.66,9292810,Hardcover,335,2011,1152,235,175.0,0,3.6550000000000002
9780385392976,3.82,32828742,Audiobook,13,2016,21,5,2009.0,1,3.82
9780385619233,3.81,25613366,Hardcover,416,2016,1636,385,5343.0,0,3.83
9780385658324,3.83,1019260,Paperback,240,2002,25,4,10142.0,0,3.81
9780385669252,3.98,12502722,Hardcover,320,2011,888,85,737.0,0,3.98
9780385730594,3.7,5998450,Hardcover,208,2003,4,1,3.0,0,3.54
9780393058000,4.61,3583,Hardcover,907,2005,2041,31,88.0,1,4.215
9780393060232,3.9,2516295,Hardcover,352,2008,52,12,67.0,0,4.11
9780393062809,3.7,13707541,Hardcover,256,2012,104,35,0.0,0,3.77
9780393079678,3.8,8431208,Hardcover,80,2011,338,40,280.0,0,4.2
9780393081848,4.39,9813529,Hardcover,176,2011,5,1,7844.0,0,4.21
9780393324228,3.4,149569,Paperback,384,2003,425,44,526.0,0,3.65
9780393325805,3.92,718615,Paperback,320,2004,33,5,55.0,0,3.92
9780393330014,4.08,113280,Paperback,400,2007,83,10,94.0,1,3.97
9780393700565,4.17,426746,Hardcover,416,1988,83,5,48.0,0,4.119999999999999
9780393704549,4.37,170014,Hardcover,464,2006,301,22,1040.0,0,4.27
9780394171883,4.04,1056196,Paperback,160,1970,21,3,913.0,0,4.0
9780394173047,3.7,431540,Paperback,108,1967,19,2,328.0,0,3.9749999999999996
9780394425061,4.07,1044215,Hardcover,355,1978,3,1,175.0,0,3.88
9780394582580,3.66,426090,Hardcover,285,1990,193,31,163.0,0,3.9050000000000002
9780394746227,4.54,874419,Paperback,1120,1986,4604,123,344.0,1,4.4
9780395329238,4.15,507987,Paperback,48,1982,445,21,74.0,0,4.15
9780395537053,3.93,2123460,Hardcover,144,1990,127,13,80.0,0,3.9
9780399139758,3.96,1584765,Hardcover,286,1994,49,5,1629.0,1,3.99
9780399166303,3.66,18079544,Hardcover,402,2014,3164,506,23.0,0,3.79
9780399175015,3.78,26192914,Hardcover,400,2016,165,37,602.0,0,3.7
9780399176784,4.31,33566871,Hardcover,512,2017,86,32,2910.0,1,3.79
9780399243707,3.36,967463,Hardcover,32,2005,77,11,25.0,0,4.14
9780399250910,4.26,7295428,Hardcover,32,2010,746,493,275.0,0,4.095
9780399257018,3.63,23281882,Hardcover,32,2015,128,28,14.0,0,3.74
9780399583926,4.42,32203878,ebook,400,2017,1,1,1340.0,1,4.23
9780399584022,4.2,32828538,Paperback,292,2017,1420,388,12144.0,0,3.92
9780413370402,3.82,2706814,Paperback,443,1976,1,1,3.0,0,3.79
9780413705709,4.38,1077948,Paperback,96,1996,21,3,4.0,0,3.73
9780415385879,3.62,2413212,Paperback,269,2006,7,2,19.0,0,3.74
9780415677080,1.0,13715368,Hardcover,232,2012,1,1,,0,1.0
9780415976169,5.0,1898770,Hardcover,358,2006,1,1,6.0,0,3.89
9780425035535,3.59,2487988,Mass Market Paperback,272,1978,46,9,272.0,0,3.8
9780425193464,3.69,1047020,Hardcover,448,2005,21,1,221.0,0,3.74
9780425234143,4.13,7081571,Trade Paperback,372,2010,168,34,607.0,1,3.89
9780425236307,3.81,7896286,Paperback,352,2010,86,12,971.0,1,3.92
9780425250891,3.9,13482758,Mass Market Paperback,304,2012,348,35,255.0,1,3.85
9780425256572,4.05,13500070,Mass Market Paperback,288,2012,2473,130,1696.0,1,3.92
9780425257760,3.77,18210679,Paperback,304,2014,568,121,535.0,1,3.79
9780425258033,3.98,13542976,Mass Market Paperback,328,2012,349,53,342.0,1,3.83
9780425258149,4.2,18143107,Paperback,304,2014,895,117,1451.0,1,4.08
9780425258927,4.1,18492493,Paperback,304,2014,1448,195,1468.0,1,3.97
9780425259719,4.06,14759316,Paperback,280,2012,2463,151,1573.0,1,3.92
9780426204817,3.09,876615,Paperback,276,1996,68,4,93.0,1,3.75
9780435271985,4.27,7152464,Paperback,64,1999,11,1,24.0,0,3.65
9780435905828,4.08,349680,Paperback,248,1991,147,10,44.0,0,4.0
9780436508301,3.52,481310,Hardcover,205,1970,15,3,789.0,0,3.81
9780439108386,4.05,114701,Paperback,176,1999,15198,461,142.0,1,3.95
9780439482813,3.93,236869,Paperback,112,2004,549,14,180.0,1,3.98
9780439763158,3.83,197504,Hardcover,128,2005,6,2,6.0,0,3.88
9780439868846,4.07,3023718,Paperback,189,2008,510,22,295.0,1,3.865
9780440116028,3.69,338446,Mass Market Paperback,346,1992,69,5,31.0,0,3.68
9780440200581,3.5,5395096,Mass Market Paperback,364,1988,14,2,216.0,0,3.56
9780440207610,3.86,1054116,Paperback,704,1991,72,4,803.0,1,3.95
9780440208624,3.76,2423689,Mass Market Paperback,208,1991,55,1,69.0,1,3.86
9780441008315,3.49,383084,Paperback,296,2001,93,6,49.0,1,3.81
9780441010509,3.62,2037815,Paperback,352,2003,73,3,65.0,0,3.61
9780441014613,3.92,552344,Paperback,224,2006,4900,36,481.0,1,3.94
9780441020928,3.43,13101943,Hardcover,448,2012,276,37,28.0,1,3.8049999999999997
9780441166268,2.6,4186201,Paperback,239,1988,5,1,12.0,0,3.74
