average_rating,format,num_pages,publication_year,ratings_count,text_reviews_count,to_read_count,series_binary,author_average_rating
4.06,Paperback,267,2016,9,7,195.0,0,3.5
4.2,ebook,234,2014,407,102,593.0,0,4.11
3.93,Paperback,202,2012,12,1,1295.0,0,4.26
4.24,Paperback,270,2011,9,4,417.0,0,3.94
4.0,Paperback,192,2013,511,42,702.0,1,4.22
2.65,ebook,70,2012,23,6,27.0,0,3.34
5.0,Paperback,158,2013,4,2,17.0,0,3.9
3.82,Paperback,318,2017,260,80,1709.0,0,3.81
5.0,Paperback,74,2013,2,2,4.0,0,4.45
4.07,ebook,260,2015,14,7,42.0,1,3.83
4.33,Paperback,71,2016,36,8,29.0,0,4.28
4.14,Paperback,40,2016,28,7,24.0,0,3.86
4.0,Paperback,232,2014,48,7,15.0,0,3.981904761904762
4.17,ebook,350,2017,65,39,85.0,1,3.82
4.52,Paperback,276,2016,22,13,75.0,0,3.8
4.92,Paperback,301,2015,13,11,0.0,0,4.08
3.9,Paperback,258,2015,44,14,754.0,1,4.15
3.82,Hardcover,186,2017,11,8,8.0,0,4.47
4.0,Paperback,176,2016,10,2,6.0,1,4.088888888888889
4.5,ebook,756,2017,1,1,22.0,1,3.77
4.04,Paperback,380,2017,24,8,45479.0,0,4.145
4.0,Paperback,144,2016,1,1,2.0,0,4.17
3.67,Paperback,278,1997,3,2,2.0,0,3.84
3.79,Paperback,337,2008,62,6,38.0,0,4.07
4.57,Paperback,597,1973,6,1,20.0,0,4.11
3.49,other,240,1993,19,3,2537.0,0,3.865
4.02,ebook,75,2012,23,6,259.0,0,3.64
3.49,Paperback,624,2007,4,1,1675.0,1,3.74
3.8,Paperback,78,1997,69,8,397.0,1,3.59
3.55,Paperback,359,2011,27,4,221.0,0,3.7
3.94,Paperback,522,2013,69,14,81602.0,1,3.98
4.5,Hardcover,32,2016,6,2,3.0,0,4.5
3.82,other,288,1973,19,1,930.0,0,3.69
4.18,other,544,2007,41,3,9828.0,1,3.85
4.1,other,413,2011,33,7,229540.0,1,3.9299999999999997
3.76,other,672,2012,20,2,7018.0,0,3.69
3.98,other,510,2013,22,3,95295.0,1,3.6533333333333338
3.96,other,285,2006,9,1,2135.0,1,4.0
3.59,other,294,2011,1,1,962.0,0,3.95
3.39,Paperback,409,2013,13,6,107.0,1,3.45
4.48,other,442,2004,233,8,51.0,1,4.37
3.33,Hardcover,54,2014,6,1,3.0,1,3.57
4.09,Paperback,176,2013,7,1,71.0,1,4.21
3.67,ebook,102,2014,3,3,,0,4.32
3.17,Hardcover,48,2008,39,2,14.0,1,3.54
3.12,Paperback,264,2013,163,16,0.0,0,3.38
3.73,other,128,2008,10,1,2259.0,0,3.6399999999999997
3.79,Paperback,434,2015,137,24,644.0,0,4.04
3.96,Paperback,48,2008,131,13,19.0,1,3.8449999999999998
3.81,Paperback,384,2016,5,1,1459.0,1,3.9
3.83,Paperback,224,2013,8,3,104.0,0,3.81
0.0,Paperback,128,2012,0,1,2.0,0,1.2866666666666666
3.77,Hardcover,46,1995,161,3,41.0,1,3.89
2.9,Paperback,224,2014,10,5,15.0,0,3.29
4.24,Paperback,576,2004,112,5,31.0,1,4.18
4.27,Paperback,761,2011,7,1,2162.0,1,4.1
4.5,Paperback,215,2014,4,1,30.0,1,4.39
4.8,Paperback,397,2004,5,2,16.0,0,4.46
3.88,Paperback,92,2001,115,4,108376.0,0,3.6966666666666668
3.81,Hardcover,160,2003,202,10,112.0,0,3.76
4.03,Hardcover,256,2014,31,7,2839.0,0,3.89
4.08,Paperback,554,2011,7,2,192.0,0,3.9825
3.49,Hardcover,351,2009,2,2,1597.0,0,3.49
3.57,Paperback,192,2013,7,5,2.0,0,3.57
3.95,other,448,2010,402,32,182.0,0,3.93
4.23,Hardcover,995,1992,11,2,20.0,0,4.17
3.71,other,416,2014,45,15,33.0,0,4.03
4.18,Paperback,256,1982,24,4,337.0,0,4.18
4.07,Paperback,416,2015,36,3,2.0,1,3.9
3.56,Paperback,331,2013,26,2,6.0,0,3.56
3.92,other,320,2015,25,3,480.0,1,3.8099999999999996
4.02,Paperback,84,1997,131,7,45.0,0,3.83
4.0,Paperback,160,1998,1,1,1.0,0,2.75
3.58,other,496,2012,17,5,1420.0,0,3.9450000000000003
3.92,Paperback,352,2012,23,4,810.0,1,3.87
3.75,Paperback,223,2006,24,2,197.0,1,3.97
4.5,Paperback,157,1997,2,1,1.0,0,3.9333333333333336
4.54,Hardcover,860,2011,492,29,820.0,1,4.273333333333333
3.53,Hardcover,335,2014,67,12,40343.0,0,3.53
4.75,Paperback,428,2016,4,4,2.0,0,4.0
4.06,Paperback,384,2017,42,13,19.0,0,4.12
4.67,Hardcover,160,2003,3,1,2.0,1,4.3133333333333335
3.95,other,336,2012,156,21,8512.0,1,3.87
3.59,Hardcover,96,2003,17,1,32.0,0,4.3
3.6,Hardcover,350,2006,24,3,32.0,1,3.645
4.06,Paperback,425,2011,45,3,33.0,1,3.94
3.42,Paperback,126,2000,2,1,278.0,0,3.72
4.18,Paperback,191,2003,28,2,12.0,0,4.173333333333333
4.08,Hardcover,192,2013,11,2,3.0,0,3.91
3.51,Paperback,319,2008,42,3,981.0,0,3.7249999999999996
5.0,Hardcover,324,2013,5,2,1.0,0,4.67
3.42,Paperback,448,2016,4,1,42.0,1,3.4
4.49,other,522,2013,7,1,644.0,1,4.13
3.25,Paperback,261,2003,3,2,0.0,0,3.34
3.81,Hardcover,44,2015,3,3,8.0,0,3.96
5.0,Hardcover,220,2014,1,1,0.0,0,4.3475
3.52,Hardcover,151,2007,4,1,31.0,1,3.84
4.3,Hardcover,127,2014,10,2,10.0,0,4.37
4.07,Paperback,320,2015,11,4,204.0,1,4.135
4.02,Paperback,176,2014,44,2,40.0,1,4.2
4.26,Paperback,176,2006,351,6,25.0,1,4.18
4.21,Paperback,192,2014,154,2,20.0,1,4.29
4.18,Paperback,187,1992,223,11,36.0,1,4.19
4.13,Paperback,188,2014,38,1,56.0,1,4.06
3.83,Paperback,185,2015,6,1,7.0,0,3.8
4.48,Paperback,194,2007,23,2,10.0,1,4.33
4.48,Paperback,193,2012,593,11,147.0,1,4.39
4.04,Paperback,182,2008,120,2,29.0,1,4.022500000000001
4.41,Paperback,146,2012,2933,65,946.0,1,4.27
3.98,Hardcover,288,2010,1,1,3.0,0,4.3133333333333335
3.67,Hardcover,384,2011,6,1,2.0,0,3.625
4.26,Hardcover,364,2015,5,1,157.0,0,4.02
3.58,Hardcover,320,2015,26,5,273.0,0,3.2266666666666666
5.0,Hardcover,528,2013,3,1,2.0,0,4.6
4.68,Hardcover,378,1999,23,1,19.0,0,4.57
4.32,Paperback,416,2012,44,3,112880.0,0,4.25
4.06,Paperback,384,2013,11,2,1667.0,1,3.94
3.98,Hardcover,384,2013,3,2,812.0,0,3.97
4.36,Hardcover,368,2011,11,1,171.0,1,4.06
4.13,Paperback,204,2004,81,7,311.0,0,4.09
3.28,Paperback,752,2013,34,8,0.0,0,4.225
3.99,Paperback,344,2011,40,2,26.0,1,4.19
4.34,Paperback,176,2015,23,4,5.0,1,4.225
4.21,Paperback,247,2014,19,7,24.0,0,3.68
3.81,Paperback,152,2015,3,2,220.0,1,3.68
4.42,Paperback,544,2014,94,49,1068.0,1,4.32
4.5,Paperback,180,2014,46,4,77.0,0,3.94
4.4,Paperback,192,2013,5,2,63.0,1,4.5
3.99,Paperback,460,2011,5,2,360.0,0,3.785
4.18,Paperback,416,2012,29,11,6731.0,1,4.23
3.96,Paperback,366,2015,2,1,72.0,0,3.91
3.75,Paperback,143,2017,3,3,6.0,0,3.793333333333333
4.69,Paperback,290,2014,13,2,9.0,0,3.8
3.96,Paperback,336,2013,8,2,10.0,1,4.015000000000001
4.1,Paperback,379,2013,705,37,314.0,0,3.93
3.0,Paperback,72,2012,1,1,1.0,0,3.0
3.74,Paperback,200,2016,14,3,188.0,0,3.8966666666666665
5.0,Paperback,68,2015,3,1,2.0,0,5.0
4.3,Paperback,352,2013,59,5,284103.0,1,4.155
3.88,Hardcover,363,2016,8,1,5485.0,1,4.15
3.6,Paperback,176,2017,5,1,7.0,0,3.67
4.12,Paperback,208,2011,8,1,4.0,0,4.05
4.14,Paperback,20,2015,9,1,1807.0,1,4.164999999999999
3.79,Paperback,184,2010,19,5,15.0,0,3.86
3.0,Paperback,69,2014,1,1,,0,3.0
3.87,Paperback,90,201,19,6,9.0,0,3.82
3.0,Paperback,384,2016,5,1,0.0,0,3.0
3.98,Hardcover,736,2013,25,1,918.0,1,3.9
2.5,Paperback,112,2013,4,1,7.0,0,2.14
3.77,Paperback,365,2014,2,1,873.0,0,4.015000000000001
4.0,Paperback,256,2012,8,2,25.0,0,4.35
4.56,Hardcover,112,2013,3,2,7.0,0,4.56
3.26,Paperback,496,2017,8,6,44.0,0,3.83
5.0,Paperback,139,2015,1,1,,0,4.8
4.1,Hardcover,102,2013,4,2,11855.0,0,4.386666666666667
4.0,Paperback,654,2015,4,1,59.0,0,4.2
0.0,ebook,291,2002,0,1,0.0,0,0.0
5.0,Paperback,266,2004,1,1,0.0,0,3.93
5.0,Paperback,197,2002,0,1,4.0,1,1.5
4.0,Hardcover,224,2010,59,4,403.0,0,3.945
3.5,Hardcover,144,2015,19,2,5182.0,0,3.705
4.07,ebook,416,2016,22,7,1361.0,1,4.0
3.84,Hardcover,336,2017,1,1,1625.0,1,3.8499999999999996
3.63,Paperback,128,1999,1,1,549.0,1,3.87
4.24,Hardcover,496,2014,139,40,2447.0,1,4.095000000000001
3.58,Hardcover,255,2016,79,14,5273.0,0,3.626666666666667
3.86,Hardcover,463,2009,120,10,37689.0,1,3.865
4.34,Hardcover,408,2013,56,5,2448.0,0,4.0649999999999995
3.5,Hardcover,416,2012,6,3,0.0,0,3.93
4.13,Paperback,208,2007,3,1,227072.0,0,3.9899999999999998
3.63,Hardcover,351,2015,81,17,255.0,1,4.029999999999999
3.86,Paperback,512,2009,17,2,25444.0,1,3.93
4.5,Paperback,264,2011,2,1,4.0,0,4.2
4.04,Hardcover,336,2013,33,7,45.0,1,3.95
4.31,Paperback,342,2011,181,16,411.0,1,4.25
4.5,Paperback,413,2000,32,2,7.0,1,4.2
3.97,Paperback,386,2013,3,1,579.0,0,3.88
3.4,Paperback,226,2015,20,2,2.0,0,3.435
3.52,Paperback,241,2011,1,1,1001.0,0,3.71
4.34,Paperback,128,2003,45,10,276.0,0,4.32
2.75,Paperback,96,2013,4,2,1.0,0,3.55
3.38,Paperback,292,2012,81,18,146.0,0,3.42
4.06,Hardcover,544,2012,72,7,3814.0,1,3.855
4.0,Paperback,260,2001,1,1,0.0,0,4.0
4.1,Hardcover,528,1976,1,1,1069.0,0,4.08
3.64,Hardcover,286,2012,197,14,61.0,0,3.61
3.58,Paperback,288,2009,1,1,11078.0,0,3.88
4.26,Paperback,167,2009,1,1,40.0,0,3.81
3.96,Hardcover,528,2014,9,1,486.0,0,3.96
4.05,Paperback,192,2013,4,1,59.0,1,3.86
4.21,Hardcover,240,2013,14,3,12.0,0,3.71
4.29,Hardcover,392,2014,16,1,3995.0,0,4.09
3.37,Paperback,216,2008,7,1,7.0,0,3.05
4.09,Paperback,667,2012,73,9,15521.0,0,4.085
4.0,Paperback,288,2011,3,1,2092.0,0,3.98
4.03,ebook,652,2013,11,1,91155.0,0,3.89
3.7,Paperback,318,2012,6,1,8898.0,0,3.7
4.04,Hardcover,224,2016,21,2,166.0,0,3.79
3.88,Paperback,488,2016,26,4,22.0,1,3.82
3.67,Paperback,320,2006,420,27,3410.0,0,3.95
4.32,other,432,2010,14,5,1007.0,1,4.23
3.72,Hardcover,480,2014,28,5,732.0,0,3.8
4.1,ebook,320,2016,62,32,86.0,0,3.96
3.45,Paperback,304,2014,24,5,2141.0,0,3.49
3.67,Hardcover,416,2016,3,2,1.0,0,3.8975
3.64,Hardcover,88,2016,11,1,2.0,0,3.9799999999999995
4.49,Paperback,200,2016,20,8,3936.0,1,4.390000000000001
3.75,Hardcover,361,1999,30,3,22884.0,1,3.7
3.77,Paperback,200,2012,21,1,30.0,0,3.8
3.37,Paperback,128,2013,4,2,21.0,0,3.38
3.76,Paperback,141,1998,63,3,36.0,0,3.79
3.9,Paperback,112,2011,41,4,121.0,0,4.08
3.69,Paperback,198,1984,8,1,24.0,0,3.86
3.89,Paperback,152,2005,532,21,51.0,0,3.92
3.9,Paperback,432,2009,7,1,1296.0,1,3.78
3.88,Paperback,317,1989,156,12,26110.0,1,3.7449999999999997
4.17,other,416,2010,10,3,459.0,1,4.04
3.94,Paperback,215,2012,17,4,10.0,0,3.53
3.49,Paperback,253,2007,14,4,291.0,1,3.49
3.53,Paperback,96,2015,17,3,4.0,0,3.84
3.55,Paperback,362,2010,239,44,2631.0,1,3.73
4.04,Paperback,336,2012,138,24,11362.0,1,3.83
3.71,Paperback,297,2008,49,10,40986.0,0,3.69
4.57,Paperback,324,2014,7,3,3.0,0,4.57
3.87,Paperback,384,2013,38,17,4998.0,0,3.98
4.25,Hardcover,32,2014,2,1,1.0,0,3.61
4.32,Paperback,288,2015,22,4,158.0,0,3.82
3.0,Paperback,398,2016,2,2,3.0,0,3.694545454545454
3.75,Hardcover,192,2007,16,2,5.0,0,3.885
4.23,Paperback,350,2011,25,4,1443.0,1,3.99
4.14,Paperback,412,2011,22,2,5479.0,0,4.02
3.91,ebook,384,2012,20,3,2797.0,1,3.89
3.88,Paperback,378,2015,1000,114,626050.0,0,3.8499999999999996
4.34,Paperback,652,2008,64,6,30.0,0,4.0
3.92,Paperback,360,2008,20,2,118408.0,0,3.91
4.26,Paperback,192,2016,8,1,107.0,1,4.35
3.74,Paperback,1112,2012,32,3,3648.0,0,3.8733333333333335
4.52,Paperback,344,2014,54,6,34.0,0,4.41
4.21,Paperback,246,2010,1,1,687.0,0,4.15
4.14,Hardcover,72,2011,230,28,135.0,0,4.08
2.5,Paperback,319,2008,2,1,2.0,0,3.85
3.66,Paperback,304,2006,107,8,68.0,0,4.045
4.39,Paperback,364,2013,81,11,663.0,1,4.36
3.63,Paperback,320,2014,13,1,1173.0,1,3.67
3.67,Paperback,384,2015,34,7,6007.0,0,3.795
4.12,Paperback,62,2013,6,1,91.0,0,4.26
3.93,Paperback,144,2017,22,2,355.0,0,4.055
3.43,Paperback,184,2015,46,6,26.0,0,3.215
4.53,Hardcover,651,2008,103,7,0.0,1,4.5125
4.13,Paperback,423,2005,39,4,39.0,1,4.16
4.1,Paperback,365,2013,133,4,38.0,0,4.1
4.53,Hardcover,408,2001,229,7,0.0,1,4.44
3.88,Hardcover,218,2012,8,2,3.0,1,3.82
4.12,Hardcover,364,2010,22,4,6462.0,0,4.12
4.03,Paperback,224,1986,22,4,482.0,0,3.795
4.06,Paperback,176,1985,3,1,80.0,0,3.755
3.89,Paperback,224,1993,100,8,6611.0,0,3.955
3.0,Paperback,168,1994,17,2,104.0,0,3.2
3.36,Hardcover,227,2005,5,2,646.0,0,3.63
3.72,Hardcover,267,2006,20,4,50.0,0,3.97
4.06,Hardcover,36,2010,119,11,42.0,0,3.943333333333333
3.2,Paperback,48,2013,1,1,6.0,0,3.65
3.21,Paperback,338,2004,10,2,32.0,0,4.06
3.63,Paperback,215,2005,20,6,1859.0,0,3.76
3.54,Paperback,308,2005,99,11,314.0,0,3.55
3.79,Paperback,256,2013,24,3,3.0,0,3.57
3.82,Hardcover,272,2014,485,60,53208.0,0,3.785
2.81,Paperback,224,2016,291,42,145.0,0,3.26
3.56,Paperback,127,2006,85,5,18.0,0,3.69
3.92,Paperback,108,2008,26,1,100.0,0,4.109999999999999
3.45,Paperback,167,2008,114,8,41964.0,0,3.59
3.92,Paperback,402,2001,3,1,66.0,0,3.9
3.92,Paperback,488,2011,39,4,20.0,0,3.68
4.05,Paperback,531,1987,20,2,485.0,0,4.07
3.84,Hardcover,488,1990,7,1,313.0,1,3.9349999999999996
4.23,Hardcover,528,2013,79,9,530.0,1,3.89
3.93,Paperback,384,2012,21,1,30.0,1,3.67
4.39,Paperback,384,2013,44,8,2525.0,1,4.065
4.19,Paperback,301,2009,107,19,16317.0,0,4.045
4.0,Paperback,193,1985,1,1,1.0,0,4.04
3.24,Paperback,311,2011,77,15,25.0,0,3.415
3.0,Hardcover,128,2005,1,1,1.0,1,3.0
3.5,Paperback,139,2010,2,2,0.0,0,3.72
3.7,Paperback,126,2007,30,3,24.0,0,3.74
3.78,Paperback,208,1999,29,1,21.0,0,3.84
3.76,Paperback,470,1997,15,2,1825.0,0,3.94
3.28,Paperback,234,2000,1,1,178.0,0,3.7
3.82,Paperback,505,2007,13,3,9420.0,0,3.62
3.66,Paperback,304,2011,46,7,26.0,1,3.645
3.71,Paperback,298,2007,2,1,74.0,0,3.9266666666666663
3.96,Paperback,596,2007,61,5,399.0,0,3.7750000000000004
3.4,Paperback,262,2010,14,1,7.0,1,3.74
3.96,Paperback,216,2007,44,7,26.0,0,4.0
4.08,Hardcover,400,2015,78,27,15508.0,1,3.9850000000000003
3.83,ebook,513,2011,5,2,393.0,0,3.5533333333333332
3.87,Hardcover,380,2015,9,3,1442.0,0,3.776666666666667
3.87,Hardcover,320,2008,5,1,1451.0,1,3.55
3.99,Paperback,192,2009,2,1,72.0,1,3.935
4.0,Paperback,207,2015,3,2,0.0,0,3.83
3.91,Paperback,224,2013,14,4,1500.0,1,3.85
3.65,Paperback,376,2014,17,2,49253.0,0,4.01
4.0,Paperback,186,2016,3,1,1.0,0,4.0
3.74,Paperback,257,2001,273,20,106.0,1,3.6
3.67,Paperback,224,2009,41,4,34.0,1,3.885
3.77,Paperback,310,2002,4,1,59.0,1,3.66
2.6,Paperback,136,2005,5,1,0.0,0,3.08
4.2,Paperback,164,2014,12,1,6.0,0,3.74
4.22,other,80,2009,16,5,2.0,0,3.84
4.5,Paperback,312,2012,2,1,,0,4.5
3.55,Paperback,275,2014,9,1,235.0,0,4.28
3.86,Paperback,239,2014,7,3,1.0,0,3.91
4.16,Paperback,328,2014,71,12,13560.0,0,3.95
3.29,Paperback,343,2007,36,3,12.0,0,3.18
3.98,Paperback,303,2004,4,1,648.0,1,3.875
4.0,Paperback,222,2011,20,1,551.0,1,3.545
4.29,Paperback,592,2011,28,6,6093.0,0,3.896666666666667
3.56,Paperback,268,1991,10,3,58.0,0,3.71
2.99,Paperback,718,2013,203,34,2360.0,0,3.2
4.0,Hardcover,203,2013,3,1,4.0,1,4.02
4.25,Paperback,558,2007,23,1,800.0,1,4.14
3.91,Paperback,288,2006,5,1,819.0,0,3.936666666666667
3.47,Paperback,207,2011,92,9,38.0,0,3.61
4.04,Hardcover,264,2013,11,1,17930.0,0,3.82
3.64,Paperback,512,2014,25,6,1.0,1,3.615
3.48,Hardcover,350,2017,21,7,28711.0,1,3.6799999999999997
3.87,Paperback,192,1992,8,1,1064.0,1,3.7750000000000004
4.11,Paperback,438,2006,26,2,1859.0,1,3.755
4.11,Paperback,382,2008,1,1,871.0,0,3.87
3.91,Paperback,319,2010,101,8,1458.0,1,3.9850000000000003
4.47,other,1209,2015,10,2,688.0,1,3.9799999999999995
4.13,Paperback,568,2015,11,1,4747.0,1,4.06
3.59,Paperback,304,1999,1,1,60.0,0,3.385
3.86,Paperback,168,2001,8,1,151.0,0,3.88
4.29,Hardcover,37,2007,7,2,0.0,0,4.226666666666667
3.41,Paperback,208,2015,189,19,93.0,0,3.5
3.91,Paperback,440,2009,42,5,453.0,0,3.63
3.08,Paperback,95,2008,202,24,1382.0,0,3.9699999999999998
3.44,Paperback,280,2014,14,3,593.0,0,3.285
2.8,Paperback,127,1994,2,1,2.0,0,3.09
2.79,Paperback,318,2008,67,7,38.0,0,3.14
3.99,Paperback,295,2010,34,9,719.0,0,3.99
4.0,Paperback,431,2012,2,1,1.0,0,3.42
3.63,Paperback,337,2005,82,5,362.0,1,3.54
3.15,Hardcover,120,2005,26,2,2.0,1,3.54
3.97,Hardcover,237,2012,5,1,2986.0,1,3.96
3.91,Hardcover,221,2004,894,11,250.0,1,3.86
3.59,Hardcover,255,2013,204,20,48.0,0,3.6
3.63,Hardcover,360,2015,12,1,6659.0,0,3.465
3.88,Hardcover,269,2016,6,1,484.0,1,3.94
4.14,Paperback,499,2011,10,2,496.0,0,4.046
3.97,Hardcover,288,2015,45,6,22.0,0,3.97
4.38,Paperback,266,2014,31,13,653.0,0,4.0
3.67,Hardcover,176,2016,3,2,3.0,0,3.36
4.33,ebook,24,2016,3,1,0.0,0,4.073333333333333
3.86,Hardcover,382,2017,46,5,6424.0,0,3.74
4.0,Paperback,180,2005,1,1,,0,3.11
3.0,Hardcover,256,2011,4,1,1.0,0,3.0
4.0,ebook,58,2014,20,10,7.0,0,3.92
4.0,ebook,245,2016,1,1,0.0,0,4.0
2.5,Hardcover,167,2016,4,2,0.0,0,2.73
3.0,Paperback,306,2013,1,1,0.0,0,3.65
4.5,Paperback,276,1914,2,1,2.0,0,4.71
3.65,Paperback,320,2012,34,8,34.0,0,3.44
4.03,Paperback,215,2008,70,14,65732.0,1,3.97
4.29,Hardcover,984,2008,109,5,59.0,1,4.02
3.61,Paperback,477,2009,1949,40,1082.0,1,3.66
3.19,Hardcover,149,2008,180,5,38.0,0,4.02
2.5,Hardcover,150,2012,2,1,0.0,0,3.22
3.55,Hardcover,403,2014,131,10,65.0,0,3.58
3.28,Hardcover,206,2008,36,3,8.0,0,3.44
3.45,Hardcover,126,2008,38,3,28.0,0,3.2800000000000002
3.28,Hardcover,266,2012,69,14,25.0,0,3.37
3.95,Hardcover,160,2013,41,9,10.0,0,3.966666666666667
3.57,Hardcover,192,2014,587,72,366.0,1,3.41
3.0,Paperback,398,2016,1,1,,0,4.27
4.19,Hardcover,395,2009,1,1,97.0,1,4.06
4.06,Hardcover,174,2009,27,2,6828.0,0,3.91
3.98,Hardcover,269,2014,42,4,3402.0,0,4.006666666666667
4.0,Hardcover,237,2015,1,1,,0,4.0
3.76,Hardcover,224,2012,3,1,46.0,0,3.736666666666667
2.41,Hardcover,181,2009,17,3,4.0,0,2.805
3.88,Hardcover,368,2011,7,1,1063.0,0,3.95
3.0,Paperback,49,2009,1,1,,0,3.0
4.09,Paperback,48,2011,1,1,8.0,1,3.9299999999999997
2.67,Hardcover,135,2010,3,1,3.0,0,3.56
3.38,Hardcover,214,2011,73,11,25.0,0,3.3
4.09,other,424,2012,29,1,858.0,0,3.955
3.91,Paperback,604,2013,25,3,30724.0,0,3.76
4.08,Paperback,304,2010,2,1,1947.0,0,4.085
4.53,Hardcover,30,2017,17,4,12.0,0,4.38
4.07,Paperback,320,2016,7,3,772.0,0,4.08
4.4,Paperback,40,2013,68,11,26.0,0,4.535
4.51,Paperback,576,1999,87,3,46.0,1,4.125
3.22,Paperback,206,2010,45,3,12.0,0,3.65
4.33,Paperback,180,2015,2,1,119.0,0,4.395
4.0,Hardcover,1886,2004,4,1,4.0,0,3.96
4.23,Paperback,184,2016,13,4,7.0,0,4.16
3.6,Paperback,368,2017,5,3,1.0,0,3.44
5.0,Paperback,206,2012,1,1,2.0,0,4.585
3.91,Paperback,272,2008,29,4,1224.0,0,3.505
3.73,Paperback,508,2011,22,1,11.0,0,3.95
4.1,Paperback,112,2016,10,3,4.0,0,3.88
2.0,Paperback,112,2010,4,2,0.0,0,2.335
3.79,Paperback,504,2013,20,4,10267.0,1,3.8049999999999997
4.62,Paperback,128,2004,16,4,12.0,0,4.553333333333334
3.82,Paperback,304,2013,45,7,1986.0,0,3.83
3.78,Hardcover,288,2013,3,1,98.0,1,3.85
3.6,Hardcover,517,2010,15,1,36.0,0,3.83
2.8,Paperback,144,2009,5,3,2.0,0,3.14
3.35,Paperback,88,2009,7,1,30.0,0,3.41
3.98,Paperback,287,2012,3,1,6508.0,1,3.8649999999999998
3.48,Paperback,125,1996,52,6,30.0,0,3.94
3.77,Paperback,230,2008,44,8,2092.0,0,3.885
4.0,Paperback,48,2013,5,1,2.0,0,3.77
4.28,Paperback,670,1987,6,1,1760.0,0,4.27
4.27,Paperback,493,1997,68,5,61600.0,0,4.283333333333334
3.5,Paperback,128,2007,2,1,10.0,0,3.5
3.69,Paperback,158,2013,10,2,997.0,0,3.98
3.88,Paperback,185,2016,5,1,2.0,0,3.77
3.77,Paperback,255,2001,51,8,36252.0,1,3.79
3.9,Paperback,304,2011,284,50,786.0,0,4.06
3.82,Paperback,304,2012,31,11,5580.0,0,3.74
3.79,Paperback,416,2009,27,4,6194.0,0,3.7249999999999996
3.96,Paperback,368,2017,14,5,13547.0,0,3.73
4.17,Paperback,630,2006,272,26,106547.0,1,3.91
3.62,other,176,1997,42,5,10.0,0,4.015000000000001
3.77,Paperback,600,2009,6,1,15413.0,0,3.74
3.82,Paperback,352,2007,9,1,36287.0,1,3.81
3.78,Paperback,352,2011,43,6,5742.0,1,4.0
3.8,Paperback,448,2013,22,5,6959.0,1,3.92
4.58,Paperback,512,2016,24,2,39.0,0,3.93
3.86,Paperback,180,2014,16,2,212.0,0,4.166666666666667
4.07,Paperback,176,2013,19,1,509.0,1,4.145
3.72,Paperback,760,2014,10,3,6402.0,1,4.0925
4.65,Paperback,734,2009,22,2,22.0,0,4.28
3.82,Paperback,88,2017,18,4,99.0,0,4.005
5.0,Hardcover,220,1997,1,1,2.0,0,4.27
4.33,Paperback,512,2013,9,1,10.0,0,4.23
4.34,Paperback,430,2008,116,10,2368.0,0,4.26
3.85,Paperback,248,2008,5,2,53572.0,1,3.95
3.73,Paperback,168,2000,22,3,13.0,0,3.43
3.62,Paperback,156,2005,1923,214,3852.0,0,3.49
3.3,Paperback,404,2013,10,2,60.0,0,3.09
3.36,Paperback,219,2014,161,41,734.0,0,3.42
3.65,Paperback,220,2014,477,86,413.0,0,3.56
2.17,Paperback,199,2014,6,3,12.0,0,2.38
3.66,Paperback,158,2013,29,5,33.0,0,3.66
3.38,Paperback,100,2013,8,3,8.0,0,3.38
3.87,Paperback,133,2005,19,10,2412.0,0,3.9349999999999996
2.0,Paperback,32,2009,1,1,2.0,0,3.35
3.19,Paperback,289,2008,3,1,165.0,0,2.7
3.76,Paperback,312,2009,103,39,1774.0,0,3.71
3.78,Paperback,320,2010,264,93,841.0,1,3.795
3.94,Paperback,578,2010,16,2,9.0,1,3.7
4.67,Paperback,219,2012,15,2,50.0,0,4.68
3.86,other,512,2008,37,10,16.0,0,3.9
4.29,Paperback,191,2009,9,1,31.0,1,4.365
4.26,Paperback,304,2011,56,2,9.0,1,4.32
4.29,Paperback,636,2009,24,5,2386.0,1,4.22
4.36,Paperback,180,1997,12,5,3363.0,1,4.26
3.51,Paperback,399,2000,40,6,125.0,0,3.58
3.69,Paperback,258,2005,155,30,403.0,1,3.75
3.09,Hardcover,32,2010,10,3,6.0,0,3.26
4.36,Paperback,149,2014,4,1,34.0,1,4.11
4.19,Paperback,200,2015,32,9,38.0,0,4.11
1.5,Hardcover,294,2010,2,2,0.0,0,3.62
3.22,Paperback,567,2009,9,1,14.0,0,3.81
4.43,Paperback,200,2003,1716,11,332.0,1,4.4799999999999995
4.48,Hardcover,336,2015,19,10,39.0,0,4.48
4.0,Paperback,227,2016,53,6,86.0,0,3.82
3.73,Paperback,230,2012,6,1,5.0,0,3.72
3.92,Paperback,312,2014,16,7,52059.0,0,3.85
4.0,Paperback,208,2006,5,5,5.0,1,3.78
3.5,ebook,135,2013,18,2,56.0,0,4.14
3.52,Paperback,96,2010,31,2,1061.0,0,3.58
4.02,other,368,2011,32,8,38711.0,1,3.99
3.4,Paperback,549,2011,274,36,435.0,0,3.766666666666667
3.21,Paperback,136,2006,20,3,125.0,0,3.4450000000000003
3.86,Paperback,241,2010,24,3,45920.0,0,4.175
4.59,Paperback,392,2013,92,32,161194.0,1,4.27
4.1,Paperback,264,2012,43,15,1679.0,1,3.98
3.94,other,177,2011,8,1,268.0,0,3.855
